,Id,Title,Year,ImdbLink,IMDBScore,FirstGenre,SecondGenre,ThirdGenre,Director,FirstLeadingActor,SecondLeadingActor,ThirdLeadingActor,Poster
69,69,The Umbrellas of Cherbourg (1964),1964,http://www.imdb.com/title/tt0058450,7.8,Drama,Musical,Romance,Jacques Demy,Catherine Deneuve,Nino Castelnuovo,Anne Vernon,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmMyNzg3MGYtZTllNS00MjVjLWI0NmQtMTZlNzBmZjBjZTZmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
70,70,Total Eclipse (1995),1995,http://www.imdb.com/title/tt0114702,6.6,Biography,Drama,Romance,Agnieszka Holland,Leonardo DiCaprio,David Thewlis,Romane Bohringer,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMTY0NDM2N15BMl5BanBnXkFtZTcwMjMzNDYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
71,71,Waterworld (1995),1995,http://www.imdb.com/title/tt0114898,6.1,Action,Adventure,Sci-Fi,Kevin Reynolds,Kevin Costner,Jeanne Tripplehorn,Dennis Hopper,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
72,72,Bushwhacked (1995),1995,http://www.imdb.com/title/tt0112602,5.5,Adventure,Comedy,Crime,Greg Beeman,Daniel Stern,Jon Polito,Brad Sullivan,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2NlODBjNWQtMDUwNC00MjAzLWFhMWYtNGFiMDliNWY5Y2M5XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
73,73,Castle Freak (1995),1995,http://www.imdb.com/title/tt0112643,5.9,Drama,Horror,Mystery,Stuart Gordon,Jeffrey Combs,Barbara Crampton,Jonathan Fuller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMzQ3MjU5MV5BMl5BanBnXkFtZTcwMTI0NTYzNQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
74,74,Don Juan DeMarco (1994),1994,http://www.imdb.com/title/tt0112883,6.7,Comedy,Drama,Romance,Jeremy Leven,Johnny Depp,Marlon Brando,Faye Dunaway,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzRiMGM2ODgtN2Y1Zi00ODk5LThhOTItOWVkODM0YjAyZTI2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
75,75,Drop Zone (1994),1994,http://www.imdb.com/title/tt0109676,5.6,Action,Adventure,Thriller,John Badham,Wesley Snipes,Gary Busey,Yancy Butler,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTFjOWQyODItZWJiOC00NTM2LWIzNDEtMjRlY2NiNTI4YWU1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
76,76,Death and the Maiden (1994),1994,http://www.imdb.com/title/tt0109579,7.3,Drama,Mystery,Thriller,Roman Polanski,Sigourney Weaver,Ben Kingsley,Stuart Wilson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODAxOTUzN15BMl5BanBnXkFtZTcwNDE0ODMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
77,77,Dolores Claiborne (1995),1995,http://www.imdb.com/title/tt0109642,7.4,Crime,Drama,Mystery,Taylor Hackford,Kathy Bates,Jennifer Jason Leigh,Christopher Plummer,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzhkNjFlNDQtMDYxNy00NGU5LWE4YmItOWIyYzg5MTNmNzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
78,78,Exit to Eden (1994),1994,http://www.imdb.com/title/tt0109758,4.1,Comedy,Crime,Romance,Garry Marshall,Dana Delany,Dan Aykroyd,Rosie O'Donnell,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTM4NjQ4Nl5BMl5BanBnXkFtZTcwODY0NjIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
79,79,Ed Wood (1994),1994,http://www.imdb.com/title/tt0109707,7.9,Biography,Comedy,Drama,Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
80,80,French Kiss (1995),1995,http://www.imdb.com/title/tt0113117,6.5,Comedy,Drama,Romance,Lawrence Kasdan,Meg Ryan,Kevin Kline,Timothy Hutton,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
81,81,A Goofy Movie (1995),1995,http://www.imdb.com/title/tt0113198,6.8,Animation,Adventure,Comedy,Kevin Lima,Bill Farmer,Jason Marsden,Jim Cummings,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDczYjU4MDMtY2RjMy00Y2UyLWE2MmMtZjliYWUwNzQ3YjExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
82,82,Hideaway (1995),1995,http://www.imdb.com/title/tt0113303,5.3,Fantasy,Horror,Thriller,Brett Leonard,Jeff Goldblum,Christine Lahti,Alicia Silverstone,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmM1OTU2MDQtZWVjMi00NmY4LWI1ZDYtZTg0ODE5YTUxNDA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
83,83,Farinelli (1994),1994,http://www.imdb.com/title/tt0109771,6.9,Biography,Drama,Music,GĂ©rard Corbiau,Stefano Dionisi,Enrico Lo Verso,Elsa Zylberstein,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMzI3MTQ2NV5BMl5BanBnXkFtZTcwMzQxMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
84,84,Gordy (1995),1995,http://www.imdb.com/title/tt0113199,3.9,Comedy,Drama,Family,Mark Lewis,Kristy Young,Doug Stone,James Donadio,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MDg1ODU4MF5BMl5BanBnXkFtZTcwNjQwMzkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
85,85,Hoop Dreams (1994),1994,http://www.imdb.com/title/tt0110057,8.3,Documentary,Drama,Sport,Steve James,William Gates,Arthur Agee,Emma Gates,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ1MDA0YWMtMDliZC00N2ZhLWIwZDItNjhjNTMzYTMwMWU4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
86,86,Heavenly Creatures (1994),1994,http://www.imdb.com/title/tt0110005,7.4,Biography,Crime,Drama,Peter Jackson,Melanie Lynskey,Kate Winslet,Sarah Peirse,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjUwNGIwNDctZmQ1ZC00YTEzLWI3MzQtZGMyODlmZGU4ZDdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
87,87,Immortal Beloved (1994),1994,http://www.imdb.com/title/tt0110116,7.5,Biography,Drama,Music,Bernard Rose,Gary Oldman,Jeroen KrabbĂ©,Isabella Rossellini,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzE3NjQ4MTQyNV5BMl5BanBnXkFtZTYwOTU1MDg4._V1_UX182_CR0,0,182,268_AL_.jpg"
88,88,Heavy Weights (1995),1995,http://www.imdb.com/title/tt0110006,6.7,Comedy,Drama,Family,Steven Brill,Tom McGowan,Aaron Schwartz,Ben Stiller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MDMyODQwM15BMl5BanBnXkFtZTYwNTY5Mzk5._V1_UY268_CR2,0,182,268_AL_.jpg"
89,89,The Hunted (1995),1995,http://www.imdb.com/title/tt0113360,5.9,Action,Drama,Thriller,J.F. Lawton,Christopher Lambert,John Lone,Joan Chen,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MjA5Nzg1M15BMl5BanBnXkFtZTcwOTU5ODEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
90,90,Interview with the Vampire: The Vampire Chronicles (1994),1994,http://www.imdb.com/title/tt0110148,7.6,Drama,Fantasy,Horror,Neil Jordan,Brad Pitt,Tom Cruise,Antonio Banderas,"https://images-na.ssl-images-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
91,91,Junior (1994),1994,http://www.imdb.com/title/tt0110216,4.5,Comedy,Romance,Sci-Fi,Ivan Reitman,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjA3MTUxMl5BMl5BanBnXkFtZTcwMDk2MjAyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
92,92,Just Cause (1995),1995,http://www.imdb.com/title/tt0113501,6.4,Action,Crime,Drama,Arne Glimcher,Sean Connery,Laurence Fishburne,Kate Capshaw,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzNlNzEyMDEtMjM0Yi00YjNiLWI4YmItNjFjZWQ2MWUxMTZiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
93,93,Kiss of Death (1995),1995,http://www.imdb.com/title/tt0113552,5.9,Action,Crime,Thriller,Barbet Schroeder,David Caruso,Samuel L. Jackson,Nicolas Cage,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTY2MTMyMjM0OV5BMl5BanBnXkFtZTcwNzQ0OTUyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
94,94,Star Wars: Episode IV - A New Hope (1977),1977,http://www.imdb.com/title/tt0076759,8.7,Action,Adventure,Fantasy,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzQ2OTk4N2QtOGQwNy00MmI3LWEwNmEtOTk0OTY3NDk2MGJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
95,95,Little Women (1994),1994,http://www.imdb.com/title/tt0110367,7.3,Drama,Family,Romance,Gillian Armstrong,Susan Sarandon,Winona Ryder,Kirsten Dunst,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MzkwMDczNV5BMl5BanBnXkFtZTcwNzU1ODYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
96,96,A Little Princess (1995),1995,http://www.imdb.com/title/tt0113670,7.7,Drama,Family,Fantasy,Alfonso CuarĂłn,Liesel Matthews,Eleanor Bron,Liam Cunningham,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDQzMGE5ODYtZDdiNC00MzZjLTg2NjAtZTk0ODlkYmY4MTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
97,97,Legends of the Fall (1994),1994,http://www.imdb.com/title/tt0110322,7.5,Drama,Romance,War,Edward Zwick,Brad Pitt,Anthony Hopkins,Aidan Quinn,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
98,98,Major Payne (1995),1995,http://www.imdb.com/title/tt0110443,6.1,Adventure,Comedy,Family,Nick Castle,Damon Wayans,Michael Ironside,Bam Bam Bigelow,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MTAwODQwMF5BMl5BanBnXkFtZTcwMzE5NjMyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
99,99,Love Affair (1994),1994,http://www.imdb.com/title/tt0110391,5.9,Comedy,Drama,Romance,Glenn Gordon Caron,Warren Beatty,Annette Bening,Katharine Hepburn,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MzY0NTE3MF5BMl5BanBnXkFtZTcwOTk1NTAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
100,100,Mary Shelley's Frankenstein (1994),1994,http://www.imdb.com/title/tt0109836,6.4,Drama,Horror,Romance,Kenneth Branagh,Robert De Niro,Kenneth Branagh,Helena Bonham Carter,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDY3ZjIyOGMtZjI3YS00YTUxLTg4YjAtODhjNWM1Nzk4MDE3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
101,101,Outbreak (1995),1995,http://www.imdb.com/title/tt0114069,6.6,Action,Drama,Thriller,Wolfgang Petersen,Dustin Hoffman,Rene Russo,Morgan Freeman,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
102,102,Queen Margot (1994),1994,http://www.imdb.com/title/tt0110963,7.5,Biography,Crime,Drama,Patrice ChĂ©reau,Isabelle Adjani,Daniel Auteuil,Jean-Hugues Anglade,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTc4NTdjODgtZmI1MS00MDI5LWFhZjYtMjAzNTVhYzk1ZjFiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR8,0,182,268_AL_.jpg"
103,103,The Quick and the Dead (1995),1995,http://www.imdb.com/title/tt0114214,6.4,Action,Romance,Thriller,Sam Raimi,Sharon Stone,Gene Hackman,Russell Crowe,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTI2ZTZmMmItMmM3YS00ZjUwLWJiODMtMmRjMWM4NDE0OWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
104,104,Three Colors: Red (1994),1994,http://www.imdb.com/title/tt0111495,8.1,Drama,Mystery,Romance,Krzysztof Kieslowski,IrĂ¨ne Jacob,Jean-Louis Trintignant,FrĂ©dĂ©rique Feder,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
105,105,Three Colors: Blue (1993),1993,http://www.imdb.com/title/tt0108394,8,Drama,Music,Mystery,Krzysztof Kieslowski,Juliette Binoche,Zbigniew Zamachowski,Julie Delpy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjYxMzU5ZGItOTk0Yy00OGU4LTkyMGQtYmQ3MjQ0ODRjOTJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
106,106,Three Colors: White (1994),1994,http://www.imdb.com/title/tt0111507,7.7,Comedy,Drama,Romance,Krzysztof Kieslowski,Zbigniew Zamachowski,Julie Delpy,Janusz Gajos,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1ODkzOWItNmM4NS00OGQzLTg5NjctOThjY2M1MGI5ZTRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
107,107,The Swan Princess (1994),1994,http://www.imdb.com/title/tt0111333,6.4,Animation,Comedy,Family,Richard Rich,Jack Palance,Howard McGillin,Michelle Nicastro,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDM2OGM1MjAtYjA3Zi00NzEzLWFiOWMtYjg4MDdiMzYzMWVkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_UY268_CR3,0,182,268_AL_.jpg"
108,108,The Secret of Roan Inish (1994),1994,http://www.imdb.com/title/tt0111112,7.5,Drama,Family,Fantasy,John Sayles,Jeni Courtney,Eileen Colgan,Mick Lally,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTY3MTAzMDI4MF5BMl5BanBnXkFtZTcwMjE3NTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
109,109,The Specialist (1994),1994,http://www.imdb.com/title/tt0111255,5.5,Action,Crime,Drama,Luis Llosa,Sylvester Stallone,Sharon Stone,James Woods,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjMwZDMwZTItMTc2MC00NDRlLWI3YmUtNTg0ZmQ3MzdhNDJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR3,0,182,268_AL_.jpg"
110,110,The Santa Clause (1994),1994,http://www.imdb.com/title/tt0111070,6.4,Comedy,Drama,Family,John Pasquin,Tim Allen,Judge Reinhold,Wendy Crewson,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzI0ZGRiYTEtNGExYi00ZDI2LWExMjMtODMzNDZjMTVjOWMxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
111,111,Tank Girl (1995),1995,http://www.imdb.com/title/tt0114614,5.2,Action,Comedy,Sci-Fi,Rachel Talalay,Lori Petty,Ice-T,Naomi Watts,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3ODMxNzU3NV5BMl5BanBnXkFtZTcwOTQzMTM3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
112,112,Tales from the Crypt: Demon Knight (1995),1995,http://www.imdb.com/title/tt0114608,6.7,Action,Fantasy,Horror,Ernest R. Dickerson,Billy Zane,William Sadler,John Kassir,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGM3N2VmNDQtNWMwNC00MDI5LThhNzYtNTlkZjkwZTJlNTRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
113,113,Tom & Viv (1994),1994,http://www.imdb.com/title/tt0111454,6.5,Biography,Drama,Romance,Brian Gilbert,Willem Dafoe,Miranda Richardson,Rosemary Harris,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMDg2NjAwM15BMl5BanBnXkFtZTcwOTU1OTIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
114,114,Village of the Damned (1995),1995,http://www.imdb.com/title/tt0114852,5.6,Horror,Sci-Fi,Thriller,John Carpenter,Christopher Reeve,Kirstie Alley,Linda Kozlowski,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTY5MzEwMjctMmQ1MS00YThmLWJhMjQtYzMxOWZlNTEyNGM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
115,115,Vanya on 42nd Street (1994),1994,http://www.imdb.com/title/tt0111590,7.5,Comedy,Drama,Romance,Louis Malle,Wallace Shawn,Phoebe Brand,George Gaynes,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWIzMTEwNGUtN2Y5MS00NTAzLTljZDktMTBkZGZiNGFiZjM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
116,116,Virtuosity (1995),1995,http://www.imdb.com/title/tt0114857,5.5,Action,Crime,Sci-Fi,Brett Leonard,Denzel Washington,Russell Crowe,Kelly Lynch,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDhhZmMyNmItNTc3Ni00MmI3LTlhZWItM2ZiNmUxOTM0YTMxXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
117,117,While You Were Sleeping (1995),1995,http://www.imdb.com/title/tt0114924,6.7,Comedy,Drama,Romance,Jon Turteltaub,Sandra Bullock,Bill Pullman,Peter Gallagher,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NjU4NDUzMl5BMl5BanBnXkFtZTgwMjc4NDgzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
118,118,Muriel's Wedding (1994),1994,http://www.imdb.com/title/tt0110598,7.2,Comedy,Drama,Romance,P.J. Hogan,Toni Collette,Rachel Griffiths,Bill Hunter,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzgwNDMwNV5BMl5BanBnXkFtZTcwNTAwMzAzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
119,119,The Baby-Sitters Club (1995),1995,http://www.imdb.com/title/tt0112435,5.7,Comedy,Drama,Family,Melanie Mayron,Schuyler Fisk,Bre Blair,Rachael Leigh Cook,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjU1MzQ5MF5BMl5BanBnXkFtZTcwMDAwNDAwMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
120,120,Backbeat (1994),1994,http://www.imdb.com/title/tt0106339,6.7,Biography,Drama,Music,Iain Softley,Stephen Dorff,Sheryl Lee,Ian Hart,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMzAxNjkxNl5BMl5BanBnXkFtZTcwODEzOTUyMQ@@._V1._CR23,21,321,478_UX182_CR0,0,182,268_AL_.jpg"
121,121,Clear and Present Danger (1994),1994,http://www.imdb.com/title/tt0109444,6.9,Action,Crime,Drama,Phillip Noyce,Harrison Ford,Willem Dafoe,Anne Archer,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxOTk4NzUyOF5BMl5BanBnXkFtZTgwNzc3ODYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
122,122,The Client (1994),1994,http://www.imdb.com/title/tt0109446,6.7,Crime,Drama,Mystery,Joel Schumacher,Susan Sarandon,Tommy Lee Jones,Brad Renfro,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGNjZWYwZGYtZWIxZC00OTYyLTllYTMtZWNiNmQ0YWUzMjkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
123,123,The Crow (1994),1994,http://www.imdb.com/title/tt0109506,7.6,Action,Drama,Fantasy,Alex Proyas,Brandon Lee,Michael Wincott,Rochelle Davis,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2Y4ZGVhZjItNjU0OC00MDk1LWI4ZTktYTgwMWJkNDE5OTcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
124,124,Cobb (1994),1994,http://www.imdb.com/title/tt0109450,6.5,Biography,Drama,Sport,Ron Shelton,Tommy Lee Jones,Robert Wuhl,Lolita Davidovich,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk2MzU1Mjg2M15BMl5BanBnXkFtZTcwNDc4MzAwMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
125,125,The Flintstones (1994),1994,http://www.imdb.com/title/tt0109813,4.8,Comedy,Family,Fantasy,Brian Levant,John Goodman,Rick Moranis,Rosie O'Donnell,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTE1MDBiZTMtNzUwNC00MGY4LTk2ZjAtNDIzMjIxZTFlNjY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
126,126,Forrest Gump (1994),1994,http://www.imdb.com/title/tt0109830,8.8,Comedy,Drama,Romance,Robert Zemeckis,Tom Hanks,Robin Wright,Gary Sinise,"https://images-na.ssl-images-amazon.com/images/M/MV5BYThjM2MwZGMtMzg3Ny00NGRkLWE4M2EtYTBiNWMzOTY0YTI4XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY268_CR10,0,182,268_AL_.jpg"
127,127,Four Weddings and a Funeral (1994),1994,http://www.imdb.com/title/tt0109831,7.1,Comedy,Drama,Romance,Mike Newell,Hugh Grant,Andie MacDowell,James Fleet,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
128,128,Higher Learning (1995),1995,http://www.imdb.com/title/tt0113305,6.5,Crime,Drama,Romance,John Singleton,Omar Epps,Kristy Swanson,Michael Rapaport,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NDEwMDg4Ml5BMl5BanBnXkFtZTcwMzY4MTgxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
129,129,I Like It Like That (1994),1994,http://www.imdb.com/title/tt0110091,6.8,Comedy,Drama,Romance,Darnell Martin,Luna Lauren Velez,Jon Seda,Tomas Melly,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyODAzNjAyNF5BMl5BanBnXkFtZTcwNjc3ODUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
130,130,It Could Happen to You (1994),1994,http://www.imdb.com/title/tt0110167,6.3,Comedy,Drama,Romance,Andrew Bergman,Nicolas Cage,Bridget Fonda,Rosie Perez,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzMxOGUzOWEtMGUxMi00ZWM1LWE3ODgtNzc4OGVjZmJhMmFmXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY268_CR9,0,182,268_AL_.jpg"
131,131,Die Macht der Bilder: Leni Riefenstahl (1993),1993,http://www.imdb.com/title/tt0107472,8.1,Documentary,Biography,History,Ray MĂĽller,Leni Riefenstahl,Marlene Dietrich,Arnold Fanck,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ0OTM1NjQ2M15BMl5BanBnXkFtZTYwMzkwNTE5._V1_UY268_CR8,0,182,268_AL_.jpg"
132,132,The Lion King (1994),1994,http://www.imdb.com/title/tt0110357,8.5,Animation,Adventure,Drama,Roger Allers,Matthew Broderick,Jeremy Irons,James Earl Jones,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
133,133,New Nightmare (1994),1994,http://www.imdb.com/title/tt0111686,6.4,Fantasy,Horror,Mystery,Wes Craven,Heather Langenkamp,Robert Englund,Jeff Davis,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2RmMWIyZDgtY2I4ZS00ZjgwLTlmZTYtY2E2ZmI1Y2IzOGQ4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
134,134,The Mask (1994),1994,http://www.imdb.com/title/tt0110475,6.9,Comedy,Family,Fantasy,Chuck Russell,Jim Carrey,Cameron Diaz,Peter Riegert,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
135,135,Maverick (1994),1994,http://www.imdb.com/title/tt0110478,7,Action,Adventure,Comedy,Richard Donner,Mel Gibson,Jodie Foster,James Garner,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2I1OTY2NmUtMGVlZi00NjNmLThkNTgtMjExMzRhOTM2MDJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
